CIEL ID,Concept UUID,English preferred name,Spanish preferred name,Spanish names,Has Spanish,Has exactly one preferred Spanish,All Spanish names have external_id
169585,bca8b16c-2a4a-4ef6-bf1a-eabb1fcbb700,Suture material (text),,0,False,False,True
136481,136481AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isolated diffuse granulomatous myocarditis,miocarditis granulomatosa difusa aislada,1,True,True,True
169584,00a92fbd-df09-4272-92ee-9b4dd4aca118,Catgut suture,,0,False,False,True
136480,136480AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isolated Explosive Disorder,trastorno explosivo aislado,1,True,True,True
169583,786a9541-40d1-45d9-99cb-0adbe8392dd7,Surgical staples,,0,False,False,True
136479,136479AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isolated familial intestinal hypomagnesaemia,hipomagnesemia intestinal familiar aislada,1,True,True,True
169582,25337bde-86b6-4c1a-ac03-cc3e85f08b9e,Silk suture,,0,False,False,True
136478,136478AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isolated familial renal hypomagnesaemia,hipomagnesemia renal familiar aislada,1,True,True,True
169581,3b2b3279-8f3e-4c6d-bd5d-5865886b8f9d,Bioabsorbable suture,,0,False,False,True
136477,136477AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isolated Follitropin Deficiency,deficiencia aislada de folitropina,1,True,True,True
169580,9f4f9709-50ef-48f1-8aa4-0365037047f2,Suture material (coded),,0,False,False,True
136476,136476AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isolated gonadotropin deficiency,deficiencia aislada de gonadotrofina,1,True,True,True
169579,6385ce59-f720-4a63-aea5-d2de489d3697,Location of incision on uterus,,0,False,False,True
136475,136475AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isolated Idiopathic Granuloma of Stomach,granuloma idiopático aislado del estómago,1,True,True,True
169578,f2e5ce99-6ec5-4ffd-a667-8d9558d9a643,Low traverse incision on uterus,,0,False,False,True
136474,136474AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Isolated Idiopathic Granuloma of Stomach, Foreign Body Type","granuloma idiopático aislado del estómago, tipo cuerpo extraño",1,True,True,True
169577,ce62fb62-6a6b-40eb-9fc5-95fe99424364,Vertical incision of uterus,,0,False,False,True
136473,136473AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isolated late onset hypoparathyroidism,hipoparatiroidismo aislado de iniciación tardía,1,True,True,True
169576,a47f924f-1d0d-4983-89b8-ef883ad189c0,Fundal incision of uterus,,0,False,False,True
136472,136472AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isolated laevocardia,Levocardia aislada,1,True,True,True
169575,8a38c37e-dce9-49f5-9ed2-5529bac6bbda,Number of lacerations,,0,False,False,True
136471,136471AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isolated non-nephrotic proteinuria,proteinuria no nefrótica aislada,1,True,True,True
169574,149d2f16-e37f-4b88-9912-e2734123fb94,Location of laceration(s),,0,False,False,True
136470,136470AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isolated persistent neonatal hypoparathyroidism,hipoparatiroidismo neonatal persistente aislado,1,True,True,True
169573,2a2c7b1f-bb9d-48a4-bff6-52ceb74a0973,Type 3a third degree perineal laceration,,0,False,False,True
169572,611cc4e4-30a1-458b-a96c-adacf46ecb6f,Type 3b third degree perineal laceration,,0,False,False,True
136469,136469AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hypoprolactinaemia,hipoprolactinemia,1,True,True,True
169571,c5b933e1-400f-43b4-bb44-a86962457b31,Type 3c third degree perineal laceration,,0,False,False,True
136468,136468AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isolated somatotropin deficiency,deficiencia aislada de hormona del crecimiento,1,True,True,True
169570,492babc6-9668-4ffc-83d1-d0fe83039b66,Behavioral Pain Scale (BPS) score,,0,False,False,True
136467,136467AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isolated Thyroliberin Deficiency,deficiencia aislada de tiroliberina,1,True,True,True
169569,9028734d-2b97-435a-959d-743d6216c44c,Numeric rating scale for pain (NRS) score,,0,False,False,True
136466,136466AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isolated Thyrotropin Deficiency,deficiencia aislada de tirotrofina,1,True,True,True
169568,6c006176-30ff-49c8-b1c8-56f80ccac21d,Verbal rating scale pain intensity score (VRS),,0,False,False,True
136465,136465AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isolated tracheal tuberculosis,tuberculosis traqueal aislada,1,True,True,True
169567,52927faa-cf10-4d73-a34e-934b1c0a7731,Richmond agitation-sedation scale (RASS) score,,0,False,False,True
136464,136464AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isolated xanthine oxidase deficiency,deficiencia aislada de xantino oxidasa,1,True,True,True
169566,220a55d3-8651-4591-9bfc-6bbe6770d5ab,Extremity weakness,,0,False,False,True
136463,136463AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isologous Chimera,quimera isóloga,1,True,True,True
169565,4c2c6fe0-6d49-437f-8136-c9ca28c85bd3,LP.8.1 variant,,0,False,False,True
136462,136462AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isoniazid overdose,sobredosis de isoniazida,1,True,True,True
136461,136461AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isopropanol Causing Toxic Effect,isopropanol que causa efectos tóxicos,1,True,True,True
169564,995f0e38-350b-43a5-9565-0da2eac199f1,Influenza due to influenza A virus subtype H5N1 v B3.13,,0,False,False,True
136460,136460AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isosexual Precocious Puberty,pubertad precoz isosexual,1,True,True,True
169563,852508c6-2775-4fc4-82b9-5992ab5a7818,Influenza due to influenza A virus subtype H5N1 v D1.1,,0,False,False,True
136459,136459AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isosexual Virilisation,virilización isosexual,1,True,True,True
169562,a51176b8-c49d-4085-978f-3fcb692b440c,Marstacimab-hncq,,0,False,False,True
169561,b90b94e5-55c9-4ca6-82f4-77f13897fee1,Revumenib,,0,False,False,True
136458,136458AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isosporiasis,Coccidiosis entérica,1,True,True,True
169560,ecc87220-1dfe-44e8-b9cf-dc864e2767cc,Zanidatamab-hrii,,0,False,False,True
136457,136457AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Isovaleric acidaemia,deficiencia de isovaleril - CoA deshidrogenasa,1,True,True,True
169559,69f49316-a68d-46b2-8c66-70e45b0298a5,Acoramidis,,0,False,False,True
136456,136456AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Itaqui virus disease,enfermedad por el virus Itaqui,1,True,True,True
169558,6cd391c7-31cc-45cb-9664-ca2beff7c08c,Zenocutuzumab-zbco,,0,False,False,True
169557,5b63c11a-0858-4341-9a57-aab955abe9ec,No longer at risk,,0,False,False,True
136455,136455AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Itching,Prurito,1,True,True,True
136454,136454AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Pruritus,prurito cutáneo,1,True,True,True
169556,a641d362-2a19-429b-bab2-2a8ceb4ac0e3,History of regular and prolonged anal sex,,0,False,False,True
169555,c1b4b0f6-ee85-476b-a6ee-17e86a78c2d2,Prolonged hospitalization,,0,False,False,True
136452,136452AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Presence of intrauterine contraceptive device,anticoncepción con dispositivo intrauterino,1,True,True,True
169554,463d3a6d-dece-4d10-84a3-9b54ebbfd3f9,Initial hospitalization,,0,False,False,True
136451,136451AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Izumi fever,fiebre Izumi,1,True,True,True
169553,8b91547a-2638-4bb4-8bbe-508f4a435f52,High expressed emotion (EE) in family,,0,False,False,True
136450,136450AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jackson's membrane,membrana de Jackson,1,True,True,True
169552,5385bb67-ae84-4650-a9b9-d5475ca3968c,Child affected by parental relationship distress,,0,False,False,True
136449,136449AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jamestown canyon virus disease,enfermedad por el virus Jamestown Canyon,1,True,True,True
169551,53c36382-ae6d-48d1-ad6e-5c128f33ee36,Long-distance education of parent,,0,False,False,True
136448,136448AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Janiceps,janicéfalo,1,True,True,True
169550,2d3f38f1-6abd-47c0-bb1b-1847c17848ad,Family education-related problem,,0,False,False,True
169549,7bd24ca7-934d-4519-b26a-cc9cfe02f138,Infection due to human metapneumovirus (hMPV),,0,False,False,True
136447,136447AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Japanese encephalitis virus disease,enfermedad virósica de la encefalitis japonesa,1,True,True,True
169548,f8a29325-7c33-4909-a67d-d892b9b96e6d,Human metapneumovirus (hMPV) pneumonia,,0,False,False,True
136446,136446AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jarcho-Levin Syndrome,síndrome de Jarcho - Levin,1,True,True,True
169547,0addbfd7-639c-4dc7-9b44-966fe0fb400a,Lesion of left sciatic nerve,,0,False,False,True
136445,136445AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jarisch Herxheimer Reaction,reacción de Jarisch Herxheimer,1,True,True,True
169546,c240b3f9-ab22-4b26-a3fc-8f16bab5be98,Substance-induced bipolar disorder,,0,False,False,True
136444,136444AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jatropha Curcas Poisoning,intoxicación por Jatropha curcas,1,True,True,True
169545,d594d69d-9651-4d22-a980-27b64f9de7ff,OR theater exit date/time,,0,False,False,True
169544,e0ce8c91-a31f-44bb-9545-c32217181e8f,OR theater entry date/time,,0,False,False,True
136443,136443AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jaundice,ictericia,1,True,True,True
169543,daa4f7fa-03fd-4e28-b194-44214b8d2e83,Surgical wound classification score,,0,False,False,True
136442,136442AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jaw Claudication,claudicación de mandíbula,1,True,True,True
169542,7eff4d6b-d58f-499b-bbec-9a73849b5e41,Gustilo grade IIIC,,0,False,False,True
136440,136440AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jaw pain,dolor mandibular,1,True,True,True
169541,072a2fe4-a413-4f01-a19d-489b08b28061,Gustilo grade IIIB,,0,False,False,True
136439,136439AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jaw-Blinking,guiño mandibular,1,True,True,True
169540,de7b6849-d706-4373-878c-6f2611a82637,Gustilo grade IIIA,,0,False,False,True
136438,136438AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jealous delusion disorder,"trastorno delirante, tipo celotípico",1,True,True,True
169539,889ee702-9c4f-4706-b3e9-2c6b3157ed93,Gustilo grade II,,0,False,False,True
136437,136437AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jejunal ulcer,úlcera yeyunal,1,True,True,True
169538,6cfd2d30-9d30-4d50-a650-55ee0cde2ec0,Gustilo grade I,,0,False,False,True
136436,136436AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jejunitis,yeyunitis,1,True,True,True
169537,a96b4bbf-acef-4d60-a7c2-e82c94509f99,Gustilo open fracture classification,,0,False,False,True
136435,136435AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jellyfish poisoning,envenenamiento por medusa,1,True,True,True
169536,1aa25f78-239e-43ae-8c96-22cebdac5d25,Paraffin gauze dressing,,0,False,False,True
136434,136434AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jerk nystagmus,nistagmo en sacudidas,1,True,True,True
169535,66897faf-fc2b-4b84-9459-c446fee69965,"Gauze roll, sterile",,0,False,False,True
169534,17f1d11d-f6fe-45d7-b659-b3ad540e03b0,Sterile absorbent dressing pad,,0,False,False,True
136433,136433AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jervell and Lange-Nielson Syndrome,síndrome de Jervell y Lange-Nielson,1,True,True,True
169533,d240efdf-3ef6-43c3-921e-6b81497b5ba1,Six minute walk test distance (m),,0,False,False,True
136432,136432AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jervis' Syndrome,síndrome de Jervis,1,True,True,True
169532,a8044d5f-83a4-4c2f-abe7-bcedec30cca5,Six minute walk test,,0,False,False,True
136431,136431AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jeune Thoracic Dystrophy,distrofia torácica de Jeune,1,True,True,True
169531,be8ee3dd-cd51-4e88-8764-d4cde79cfcc4,"Carcinoma of colon, Dukes C",,0,False,False,True
136430,136430AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Johanson-Blizzard syndrome,síndrome de Johanson - Blizzard,1,True,True,True
169530,2095e936-d504-4b80-abdb-aac778ea714d,"Carcinoma of colon, Dukes B",,0,False,False,True
136429,136429AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Joint ankylosis of the lower leg,anquilosis articular de la pierna,1,True,True,True
169529,0791f713-1b14-4ed2-885a-f3c5fe7827d6,Infection due to multidrug resistant Acinetobacter baumannii,,0,False,False,True
136428,136428AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Joint ankylosis of the pelvic region and thigh,anquilosis articular de la región pélvica y el muslo,1,True,True,True
169528,3ffe002c-ece2-4034-a374-a06e3cac2c8f,Cannabis withdrawal,,0,False,False,True
136427,136427AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Joint ankylosis of the shoulder region,anquilosis articular de la región del hombro,1,True,True,True
169527,aad8e12e-5a8a-449f-b14c-c248ac987320,Caffeine withdrawal,,0,False,False,True
136426,136426AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Joint ankylosis of the upper arm,anquilosis articular del brazo,1,True,True,True
169526,9e41e4f7-6c74-4349-86c3-1c94f6bf4ec7,Disseminated Lyme disease,,0,False,False,True
136425,136425AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Joint contracture of the ankle and/or foot,contractura articular del tobillo y/o del pie,1,True,True,True
169525,64855748-c629-49e7-92c5-db888aaf179e,"Tuberculosis of lung, confirmed histologically",,0,False,False,True
136421,136421AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Joint crepitus,crepitación articular,1,True,True,True
169524,6c8545c1-2ee2-474a-8bda-bdf5aac60cfb,Ameboma of intestine,,0,False,False,True
136416,136416AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Effusion of lower leg joint,derrame articular de pierna,1,True,True,True
169523,0e9694c0-2029-4325-8d3d-b4ec1666efb7,Source type of infection,,0,False,False,True
136413,136413AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Joint function disorder,trastorno de la función articular,1,True,True,True
169522,045df8f0-c3d4-4023-813e-a6e40d547d28,Community acquired infection,,0,False,False,True
136412,136412AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Joint Injury,lesión traumática articular,1,True,True,True
169521,2f7bd12b-754f-4355-8d82-0c0ccfd34592,Zone of inhibition (mm),,0,False,False,True
136411,136411AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Joint laxity,,0,False,False,True
169520,5ba689b6-0293-4518-b3ad-56002b46010c,Abrasion of lower back,,0,False,False,True
136410,136410AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Joint mice in knee,ratón articular en la rodilla,1,True,True,True
169519,c66ea437-8e22-4e10-8cb3-a5f99d41fd01,Abrasion of knee,,0,False,False,True
136409,136409AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Joint Problem,problema articular,1,True,True,True
169518,58ced991-ce6a-42b0-8ca4-bcbf49c4979a,Secukinumab,,0,False,False,True
136407,136407AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Joint stiffness of spine,rigidez articular de la columna,1,True,True,True
169517,6ef5d700-015c-4fde-9d43-45d993c2e941,Betel nut abuse,,0,False,False,True
136405,136405AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Joints Gout Affected,articulaciones afectadas por gota,1,True,True,True
169516,214d20b5-58f7-4f17-affc-105ff471e5f7,Arimoclomol,,0,False,False,True
136403,136403AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Judicial execution,ejecución judicial,1,True,True,True
169515,7b6a81fd-336e-4c1f-8d90-4d3bed099cfc,Trospium / xanomeline,,0,False,False,True
136402,136402AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Judicial Execution by Electric Chair,ejecución judicial por silla eléctrica,1,True,True,True
169514,ad34cb47-ee9a-4453-943a-8e7318dbaf97,Inavolisib,,0,False,False,True
169513,280dc92f-36e1-4ce7-80cc-bd16339382a1,Zolbetuximab-clzb,,0,False,False,True
136401,136401AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Judicial Execution by Firing Squad,ejecución judicial en manos de pelotón de fusilamiento,1,True,True,True
169512,c4efde86-edbf-4714-80fc-ad1ea2eb8a57,Molluscum fibrosum pendulum,,0,False,False,True
136400,136400AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Judicial Execution by Gas Chamber,ejecución judicial por cámara de gas,1,True,True,True
169511,e93ccb9c-6dec-4382-abb2-1e8f9303e01d,Vasectomy status,,0,False,False,True
1364,1364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Three plus,Presente +++ sobre +++,3,True,True,True
169510,34f8a0fe-c2d9-4677-829c-98522591b254,Sexually transmitted disease in male,,0,False,False,True
136399,136399AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Judicial Execution by Guillotine,ejecución judicial por guillotina,1,True,True,True
169509,a9b9445b-b81f-4a05-9de9-4beaa0cfa9e3,S4 gallop,,0,False,False,True
136398,136398AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Judicial Execution by Hanging,ejecución judicial por ahorcamiento,1,True,True,True
169508,00a1a3db-94fc-4105-869a-c97b652fcd1d,Muscle weakness of right upper extremity,,0,False,False,True
136397,136397AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Judicial Execution by Lethal Injection,ejecución judicial por inyección mortal,1,True,True,True
169507,16f8afc2-2c9e-4e7c-bbea-46dfa7024bb4,Muscle weakness of left upper extremity,,0,False,False,True
136396,136396AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jugular foramen syndrome,síndrome del agujero yugular,1,True,True,True
169506,6c4d2447-3c8d-4621-b76c-8ff7d74b3de1,Muscle weakness of right lower extremity,,0,False,False,True
136395,136395AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jugular lymphatic obstruction sequence,secuencia de obstrucción linfática yugular,1,True,True,True
169505,4c78da7b-4ca1-4db1-b994-e34100a9add6,Muscle weakness of left lower extremity,,0,False,False,True
136394,136394AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jugular venous distension,ingurgitación venosa yugular,1,True,True,True
169504,57728f38-4971-40be-a996-75f6d6ba1b87,Muscle atrophy of left upper extremity,,0,False,False,True
169503,46eafdf0-442e-4286-9072-30992c9487a4,Muscle atrophy of right upper extremity,,0,False,False,True
136393,136393AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Junctional epidermolysis bullosa,epidermólisis bullosa de la zona de unión,1,True,True,True
169502,8362ef32-820f-44ec-97f6-5657630af6c7,Muscle atrophy of right lower extremity,,0,False,False,True
136392,136392AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Junctional epidermolysis bullosa gravis of Herlitz,epidermólisis bullosa grave de la zona de unión de Herlitz,1,True,True,True
169501,913fae7d-f19a-4baf-b75c-592dd2d29c67,Muscle atrophy of left lower extremity,,0,False,False,True
169500,df38a3e6-9c2c-4f08-8515-32ee65798447,Diffuse muscle atrophy,,0,False,False,True
136391,136391AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Jungle yellow fever,fiebre amarilla de la jungla,1,True,True,True
136390,136390AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Justifiable Homicide,homicidio justificable,1,True,True,True
1695,1695AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Discharge status,Estado de alta,1,True,True,True
169499,7a53ccad-5fd7-4870-8289-24e1e5d48f63,Troponin T high sensitivity rapid test,,0,False,False,True
136389,136389AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile absence epilepsy,epilepsia juvenil con ausencias,1,True,True,True
169498,9e35ba10-728c-42cb-a7b3-a116c293e09c,"Decreased sensation, generalized",,0,False,False,True
136388,136388AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile ankylosing spondylitis,espondilitis anqulilosante juvenil,1,True,True,True
169497,842643d0-70d7-4f6f-9f80-bbd944691dd7,Vocal fremitus decreased,,0,False,False,True
136387,136387AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile apophysitis,apofisitis juvenil,1,True,True,True
169496,1194b48d-6120-4324-b08a-c94a2aacab4e,Blue nails,,0,False,False,True
136386,136386AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile cataract,catarata juvenil,1,True,True,True
169495,99e261a9-2214-4eb4-b7e9-93cac0ba70aa,Urine microscopy for uric acid crystals,,0,False,False,True
136385,136385AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile Cerebellar Degeneration and Myoclonus,degeneración cerebelosa juvenil Y mioclonía,1,True,True,True
169494,7b505647-d7ac-4555-9d87-9fe756ac4c0a,Urine microscopy for mucus,,0,False,False,True
136384,136384AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile chronic arthritis,artritis crónica juvenil,1,True,True,True
169493,f99820ae-6362-425c-915c-1703e887e437,Urine mucus,,0,False,False,True
136382,136382AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile dermatitis herpetiformis,dermatitis herpetiforme juvenil,1,True,True,True
169492,6427b59b-2443-48a0-b4e8-20d64160f97d,Urine microscopy for triple phosphate crystals,,0,False,False,True
136381,136381AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile disease,enfermedad juvenil,1,True,True,True
169491,77f736da-f07f-4eb1-93f9-3fdeceb122d8,Urine microscopy for calcium oxalate crystals,,0,False,False,True
136380,136380AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile elastoma,elastoma juvenil,1,True,True,True
169490,e681f7ac-dd7e-4598-b0f9-f1615982ac0b,Urine microscopy for amorphous urate crystals,,0,False,False,True
169489,8ebd1507-27e0-4121-8586-0810230f035d,Urine microscopy for amorphous phosphate crystals,,0,False,False,True
136379,136379AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile epiphysitis,epifisitis juvenil,1,True,True,True
169488,645d4670-c3b6-4179-94e2-4e9451930f9a,Urine microscopy for ammonium urate crystals,,0,False,False,True
136378,136378AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile fibroadenoma of breast,fibroadenoma juvenil de mama,1,True,True,True
169487,1eeb0bb7-78ad-456a-b395-80766eb59050,Final tracing outcome,,0,False,False,True
136377,136377AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile Fucosidosis,fucosidosis juvenil,1,True,True,True
169486,370e04c2-2829-4d04-84a3-9f8f01ce1c5e,Contact attempt detail,,0,False,False,True
136376,136376AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile GM>1< gangliosidosis,gangliosidosis GM>1< juvenil,1,True,True,True
169485,6a5915dd-40ed-4d1d-8b6d-0367ce5f2454,Has sufficient medication,,0,False,False,True
136375,136375AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile Gm>2< gangliosidosis,gangliosidosis GM>2< juvenil,1,True,True,True
169484,93544fbd-2a63-4f50-86f6-4e0676104fc1,Public health restrictions,,0,False,False,True
136374,136374AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile hemochromatosis,hemocromatosis juvenil,1,True,True,True
169483,b9dde6e1-1825-4463-8391-491e7ed2cbeb,Unable to get time off from work or school,,0,False,False,True
136373,136373AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile idiopathic arthritis,Artritis reumatoide juvenil idiopática,1,True,True,True
169482,cf5c31c0-6a13-4f35-b034-71263dfb1227,Reason for missed visit (coded),,0,False,False,True
136372,136372AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile Myopathy and Lactate Acidosis,miopatía juvenil Y acidosis láctica,1,True,True,True
169481,bf362117-0efb-43ad-b2d4-3813f6e45a18,HIV disclosure detail,,0,False,False,True
136371,136371AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile Myxedema,mixedema juvenil,1,True,True,True
169480,adfd75cd-9f35-4218-aca6-7bee6c497e90,"Abdominal mass, left upper quadrant",,0,False,False,True
136370,136370AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile nephropathic cystinosis,cistinosis nefropática juvenil,1,True,True,True
169479,aaa4dd1b-a3c4-4aa1-b053-bf8918e652a5,"Abdominal mass, right upper quadrant",,0,False,False,True
136369,136369AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile neuronal ceroid lipofuscinosis,,0,False,False,True
169478,c127f4ad-a5fc-4579-9840-9dc1c7af214d,"Abdominal mass, right lower quadrant",,0,False,False,True
136368,136368AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Amaurotic family idiocy, juvenile type",lipofuscinosis ceroide neuronal juvenil,1,True,True,True
169477,5a562b9a-82dc-49a5-b786-7c57157f1fc0,"Abdominal mass, left lower quadrant",,0,False,False,True
136367,136367AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile Onset Huntington's Disease,enfermedad de Huntington de inicio juvenil,1,True,True,True
169476,ee3622d9-8d36-4ab0-9a5b-d6680cff051e,History of voluntary skin depigmentation,,0,False,False,True
136366,136366AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile osteochondrosis of acetabulum,osteocondrosis juvenil del acetábulo,1,True,True,True
169475,fb44445b-5638-4ad5-996b-b79fc2f90756,"Troponin I measurement, rapid",,0,False,False,True
136365,136365AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile osteochondrosis of capitellum of humerus,osteocondritis juvenil de húmero,1,True,True,True
169474,7c935e97-8de5-4b86-b7e7-56638fac5efe,Timed up and go mobility test score,,0,False,False,True
136364,136364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile osteochondrosis of fifth metatarsal,osteocondrosis juvenil del quinto hueso metatarsiano,1,True,True,True
169473,57afab9a-7361-4ed2-aaf0-1ff9fd9a2df3,Berg Balance Scale score,,0,False,False,True
169472,b45b266b-570f-46c0-a083-e5ef51037bc6,Application of Berg Balance Scale,,0,False,False,True
136363,136363AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile osteochondrosis of foot,osteocondrosis juvenil de pie,1,True,True,True
169471,aa686e79-89aa-4ded-a030-1add5adddfad,Berg balance scale,,0,False,False,True
136362,136362AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile osteochondrosis of hand,osteocondrosis juvenil de la mano,1,True,True,True
169470,6a9b43e9-ad67-4f16-afbd-4b723d3908be,Victim of physical threats,,0,False,False,True
169469,58a29119-98e7-4aa6-b3bf-dbe42412b799,HIV protease inhibitors (PIS),,0,False,False,True
136361,136361AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Juvenile osteochondrosis of head of metacarpals,osteocondrosis juvenil de la cabeza de los huesos metacarpianos,1,True,True,True
169468,7dbb2adc-0eb1-4e79-a1e6-daea2f1745a2,Non-nucleoside reverse transcriptase inhibitors (NNRTIS),,0,False,False,True
